Number,Name
2747,"Lopatina, Tatʹjana M."
2748,"Lorenc, Kito"
2749,"Lorentz, Iny"
2750,"Lorenz-Lindemann, Karin"
2751,"Lorenz, Dagmar C. G."
2752,"Lorenz, Wiebke"
2753,"Lorenzen, Rudolf"
2754,"Lorenzo Criado, Emilio"
2755,Loriot
2756,"Losacker, Wolfgang"
2757,"Löschner, Irmgard"
2758,"Loschütz, Gert"
2759,"Loth, Sebastian"
2760,"Lothar, Ernst"
2761,"Lott, Sylvia"
2762,"Lottes, Stefanie"
2763,"Lotz, Wolfram"
2764,"Lowag, Josef"
2765,"Löwenberg, Nele"
2766,"Lubitsch, Nika"
2767,"Lubomirski, Karl"
2768,"Lucadou, Julia von"
2769,"Lucas, Charlotte"
2770,"Lucassen, Arjen Anthony"
2771,"Lüders, Else"
2772,"Ludwig, Volker"
2773,"Luise, Alessandra"
2774,"Lukas, Clint"
2775,"Lukas, Elisabeth"
2776,"Lukas, Leo"
2777,"Luke, David"
2778,"Lükens, Markus"
2779,"Lukens, Nancy"
2780,"Lukina, Nadežda V."
2781,"Lumachi, Monica"
2782,"Lundberg, Lotta"
2783,"Lüninghöner, Gert"
2784,"Lupa, Krystian"
2785,"Lupi, Nina"
2786,"Lüscher, Jonas"
2787,"Lüscher, Max"
2788,"Lustiger, Gila"
2789,"Luther, Martin"
2790,"Lüthi, Max"
2791,"Lutz, Werner"
2792,"Lützow, Therese von"
2793,"Lux, Lana"
2794,"Lyne, Charlotte"
2795,"Maar, Paul"
2796,"Maass, Edgar"
2797,"Mächler, Stefan"
2798,"MacIntosh, Margo"
2799,"MacNeil, Jean"
2800,"MacNeill, Alastair"
2801,"Magnusson, Kristof"
2802,"Mahdawī-Dāmġānī, Farīda"
2803,"Mahle, Martin"
2804,"Mahler, Nicolas"
2805,"Mahlknecht, Selma"
2806,"Mahlmeister, Josef"
2807,"Mahlow, Verena"
2808,"Mahr, Kurt"
2809,"Mahrendorff, C. S."
2810,"Mahrer, Louis"
2811,"Mai, Manfred"
2812,"Maier, Andreas"
2813,"Maier, Anja"
2814,"Maier, Kathrin"
2815,"Mailly, Anton"
2816,"Maiwald, Peter"
2817,"Malade, Theo"
2818,"Małgorzewicz, Anna"
2819,"Malinovskaja, Natal'ja R."
2820,"Malkowski, Rainer"
2821,"Mall, Sepp"
2822,"Maly, Anton"
2823,"Malý, Radek"
2824,"Mancinelli, Laura"
2825,"Mancini, Claudio Michele"
2826,"Mancini, Francesca"
2827,"Mander, Matthias"
2828,"Mandl, Herbert T."
2829,"Manheim, Ralph"
2830,Mani
2831,"Mania, Hubert"
2832,"Mann, Erika"
2833,"Mann, Heinrich"
2834,"Mann, Klaus"
2835,"Mann, Sunil"
2836,"Mann, Thomas"
2837,"Mann, Thomas,, 1875-1955"
2838,"Mannel, Beatrix"
2839,"Manteuffel, Peter Zoege von"
2840,"Mara, Ulrike"
2841,"Marcard, Micaela von"
2842,"Marcus, Martha Sophie"
2843,"Marcus, Paul"
2844,"Marcus, Stella"
2845,"Marešová, Soňa"
2846,"Marginter, Peter"
2847,"Margwelaschwili, Giwi"
2848,"Marheinecke, Reinhard"
2849,"Marí, Antoni"
2850,Marie Madeleine
2851,"Marinić, Jagoda"
2852,"Marinov, Christo"
2853,"Maristany, Fernando"
2854,"Markarēs, Petros"
2855,"Marlitt, E."
2856,"Marlowe, Emma"
2857,"Marly, Michelle"
2858,"Marni, Nicola"
2859,"Maron, Monika"
2860,"Marschner, Rosemarie"
2861,"Martell, Rupert"
2862,"Marten, Helena"
2863,"Martens, Heiko"
2864,"Martens, Klaus"
2865,"Martí Peña, Ofelia"
2866,"Marti, Kurt"
2867,"Marti, Lorenz"
2868,"Martin, Adrian Wolfgang"
2869,"Martin, Andreas"
2870,"Martin, Hansjörg"
2871,"Martin, Sabine"
2872,"Martin, Tom"
2873,"Martinek, Hilly"
2874,"Martini, Caro"
2875,"Martini, Christiane"
2876,"Martini, Manuela"
2877,"Martius, Carl Friedrich Philipp von"
2878,"Marx-Lindner, Lo"
2879,"Marx, Karl"
2880,"Marzi, Christoph"
2881,"Materni, Undine"
2882,"Mathioudakis, Zacharias G."
2883,"Matsubara, Hisako"
2884,"Matsutani, Kenji"
2885,"Matt, Peter von"
2886,"Mattes, Eva"
2887,"Matthiesen, Hinrich"
2888,"Matysiak, Ada Jadwiga"
2889,"Maupassant, Guy de"
2890,"Maurer, Hermann"
2891,"Maurer, Jörg"
2892,"Maurer, Maria Luise"
2893,"Mauriņa, Zenta"
2894,"Maxian, Beate"
2895,"May, Iris"
2896,"May, Karl"
2897,"Maybach, Katja"
2898,"Mayenburg, Marius von"
2899,"Mayer, Anna-Elisabeth"
2900,"Mayer, Gina"
2901,"Mayer, Lisa"
2902,"Mayer, Markus"
2903,"Mayer, Ralo"
2904,"Mayröcker, Friederike"
2905,"Mazzi, Lisa"
2906,"Mazzone, Rean"
2907,"McCay, Bill"
2908,"McClean, Katrin"
2909,"McConnell, Winder"
2910,"McDevitt, Jack"
2911,"McElheny, Josiah"
2912,"McFadyen, Cody"
2913,"McGill, Jaime"
2914,"Mead, Ruth"
2915,"Mechtel, Angelika"
2916,"Meckel, Christoph"
2917,"Mednyánszky, Alajos"
2918,"Meerbaum-Eisinger, Selma"
2919,"Mehr, Mariella"
2920,"Mehring, Franz"
2921,"Meidner, Ludwig"
2922,"Meier, Angelika"
2923,"Meier, Beatrice"
2924,"Meier, Carlo"
2925,"Meier, Gerhard"
2926,"Meier, Gisela"
2927,"Meier, Helen"
2928,"Meinecke, Thomas"
2929,"Meinhold, Wilhelm"
2930,"Meinshausen, R. Hermann"
2931,"Meißner, Tobias O."
2932,"Meister, Ernst"
2933,"Meistermann, Heinz"
2934,"Melchior, Ib"
2935,"Melle, Thomas"
2936,"Melo, Jorge Silva"
2937,"Melzer-Geissler, Elisabeth"
2938,"Menasse, Eva"
2939,"Menasse, Robert"
2940,"Mendelssohn, Peter de"
2941,"Mennen, Patricia"
2942,"Mensching, Steffen"
2943,"Menzel, Oswald"
2944,"Merchant, Judith"
2945,"Mercier, Pascal"
2946,"Merino, Sina"
2947,"Merkel, Inge"
2948,"Merkel, Rainer"
2949,"Merks-Krahforst, Martina"
2950,"Merle, Robert"
2951,"Merz, Klaus"
2952,"Mesa, Paul"
2953,"Messmer, Susanne  eines Vorworts"
2954,"Messner, Elena"
2955,"Messner, Reinhold"
2956,"Mettler, Felix"
2957,"Metzger, Fritz"
2958,"Metzler, Jost"
2959,"Meurger, Michel"
2960,"Meuser, Natascha"
2961,"Meyer zu Düttingdorf, Hans"
2962,"Meyer-Dietrich, Inge"
2963,"Meyer-Götz, Heinrich"
2964,"Meyer-Steineg, Theodor"
2965,"Meyer, Clemens"
2966,"Meyer, Clemens, 1977-"
2967,"Meyer, Conrad Ferdinand"
2968,"Meyer, Deon"
2969,"Meyer, E. Y."
2970,"Meyer, Kai"
2971,"Meyer, Thomas"
2972,"Meyerhoff, Joachim"
2973,"Meyrink, Gustav"
2974,"Michaelis, Antonia"
2975,"Michaels, Adi Mira"
2976,"Michalski, Zbigniew"
2977,"Michel, Peter"
2978,"Michel, Robert"
2979,"Michelis, Hubert"
2980,"Michels, Volker"
2981,"Michelsen, Hans Günter"
2982,"Micieli, Francesco"
2983,"Mickiewicz, Iwona"
2984,"Midorikawa, Masumi"
2985,"Mielcke, Christian Gottlieb"
2986,"Mielke, Thomas R. P."
2987,"Mihailescu, Andrei"
2988,"Mikan, Denis"
2989,"Mikeleitis, Edith"
2990,"Mikula, Valentin"
2991,"Milanovic-Jelić, Jasna"
2992,"Milch-Sheriff, Ella"
2993,"Miles, William"
2994,"Miller, Alice"
2995,"Miller, David"
2996,"Miller, Douglas"
2997,"Miller, Eric"
2998,"Miller, Rebecca"
2999,"Millesi, Hanno"
3000,"Minden, Inka Loreen"
3001,"Minelli, Michèle"
3002,"Mineva, Todorka"
3003,"Mingels, Annette"
3004,"Mínguez Sender, José Miguel"
3005,"Mintrop, Theodor"
3006,"Miranda, Carmen"
3007,"Mirtse, Agnes"
3008,"Mischke, Susanne"
3009,"Mischke, Thilo"
3010,"Missmahl-Losfeld, Carole"
3011,"Mitchell, Davina"
3012,"Mitchell, Mike"
3013,"Mitgutsch, Anna"
3014,"Mittelstädt, Elisabeth"
3015,"Mitterer, Erika"
3016,"Mitterer, Felix"
3017,"Miura, Atsushi"
3018,"Möckel, Klaus"
3019,"Modick, Klaus"
3020,"Moers, Walter"
3021,"Mohafez, Sudabeh"
3022,"Mohnnau, Ralph Günther"
3023,"Molden, Hanna"
3024,"Moldovan, Kurt"
3025,"Molinari, Gianna"
3026,"Molli-Boffa, Laura"
3027,"Molling, Herlinde"
3028,"Molnar, Adolf"
3029,"Molzer, Kurt"
3030,"Mondfeld, Wolfram zu"
3031,"Monferat, Benjamin"
3032,"Moníková, Libuše"
3033,"Monioudis, Perikles"
3034,"Monk, Radjo"
3035,"Mönnich, Horst"
3036,"Montasser, Thomas"
3037,"Montecrossa, Michel"
3038,"Montelbaan, Reinout van"
3039,"Montero Navarro, Marta E."
3040,"Montillon, Christian"
3041,"Mora, Terézia"
3042,"Morejno, Sergej"
3043,"Morell, Leon"
3044,"Moreno, Maria"
3045,"Morese, Maria Carmen"
3046,"Morgan, Kathleen"
3047,"Morgenstern, Christian"
3048,"Morgenstern, Soma"
3049,"Morgner, Irmtraud"
3050,"Mörike, Eduard"
3051,"Moritz, Karl Philipp"
3052,"Morris, Leslie"
3053,"Morrison, Arthur"
3054,"Morrison, Tania"
3055,"Morrison, Toni"
3056,"Morrissey, Di"
3057,"Morsbach, Petra"
3058,"Mosebach, Martin"
3059,"Moser, Annemarie E."
3060,"Moser, Claudio"
3061,"Moser, Erwin"
3062,"Moser, Milena"
3063,"Moster, Andreas"
3064,"Moster, Stefan"
3065,"Mothes, Ulla"
3066,"Mousli, Luna al-"
3067,"Movčan, Olena"
3068,"Möwes, Heinrich"
3069,"Moy, Johannes"
3070,"Mozart, Wolfgang Amadeus"
3071,"Mrasek, Karl Norbert"
3072,"Mückain, Johanna"
3073,"Mucker-Frimmel, Gerda"
3074,"Muecklich, Bernhard von"
3075,"Mueller-Stahl, Armin"
3076,"Mueller, Harald"
3077,"Mueller, Roland"
3078,"Muhamedagić, Sead"
3079,"Mühlbach, Luise"
3080,"Mühlberger, Josef"
3081,"Mühldorfer, Stefan"
3082,"Mühle, Jörg"
3083,"Mühlenfels, Hanns von"
3084,"Muhr, Ursula"
3085,"Mühsam, Erich"
3086,"Mulisch, Harry"
3087,"Müller-Bohn, Jost"
3088,"Müller-Guttenbrunn, Adam"
3089,"Müller-Nienstedt, Irma"
3090,"Müller-Ott, Dorothea"
3091,"Müller-Walter, Doris"
3092,"Müller, Armin"
3093,"Müller, Catrin"
3094,"Müller, Cornelia H."
3095,"Müller, Dieter Alpheo"
3096,"Müller, Eva"
3097,"Müller, Friedrich Max"
3098,"Müller, Gert"
3099,"Müller, Günther"
3100,"Müller, Heiner"
3101,"Müller, Herta"
3102,"Müller, Herta, 1953-"
3103,"Müller, Katharina"
3104,"Müller, Nicole"
3105,"Müller, Raphael"
3106,"Müller, Ray"
3107,"Müller, Titus"
3108,"Müller, Vanessa Joan"
3109,"Müller, Wilhelm"
3110,"Müller, Willibald"
3111,"Müllerová, Lucie"
3112,"Müllner, Adolph"
3113,"Mulot, Sibylle"
3114,"Multhaupt, Hermann"
3115,"Mun, Hyŏn-mi"
3116,"Mundt, Theodor"
3117,"Munina, N. Ju."
3118,"Muñoz Saavedra, María Paz"
3119,"Münter, Felix A."
3120,"Münzberg, Olav"
3121,"Münzer, Hanni"
3122,"Muradoğlu, Dilman"
3123,"Murnau, Richard F."
3124,"Murphy, G. Ronald"
3125,"Murr, Stefan"
3126,"Murray, Fiona"
3127,"Musäus, Johann Karl August"
3128,"Muschg, Adolf"
3129,"Musharbash, Yassin"
3130,"Musil, Robert"
3131,"Muskała, Monika"
3132,"Muster, Wilhelm"
3133,"Muszer, Dariusz"
3134,"Mutel, Didier"
3135,"Mutius, Dagmar von"
3136,"Mützelburg, Adolf"
3137,"Nachtwey, Uwe"
3138,"Nádas, Péter"
3139,"Nadj Abonji, Melinda"
3140,"Nadolny, Sten"
3141,"Naegeli, Sabine"
3142,"Nagel, Elke"
3143,"Nagel, Herbert C."
3144,"Nagel, Rolf"
3145,"Nagele, Andrea"
3146,"Naters, Elke"
3147,"Natonek, Hans"
3148,"Nausėdas, Vladas"
3149,"Navasardyan, Hermine"
3150,"Nawrat, Matthias"
3151,"Neeser, Andreas"
3152,Neidhart &lt
3153,Nejusch
3154,"Nekrasov, Viktor P."
3155,"Nelken, Dinah"
3156,"Nellhaus, Gerhard"
3157,"Nemeskéri-Kiss, Géza"
3158,"Nendza, Jürgen"
3159,"Nenik, Francis"
3160,Neosteel
3161,"Nerval, Gérard de"
3162,"Nestroy, Johann"
3163,"Nestvold, Ruth"
3164,"Netenjakob, Moritz"
3165,"Nett, Olaf"
3166,"Netzel, Rebecca"
3167,"Neubauer, Nicole"
3168,"Neuhaus, Nele"
3169,"Neumann, Alfred"
3170,"Neumann, Gert"
3171,"Neumann, Lothar"
3172,"Neumann, Robert"
3173,"Neumann, Ronnith"
3174,"Neumann, Walter"
3175,"Neumeister, Christoff"
3176,"Neutsch, Erik"
3177,"Neuwald, Alfred"
3178,"Neuwirth, Barbara"
3179,"Neve, Alexander de"
3180,"Neven DuMont, Alfred"
3181,"Nevis, Ben"
3182,"Newman, Rafae͏̈l"
3183,"Nick, Dagmar"
3184,"Nickel, Artur"
3185,"Nickel, Rainer"
3186,"Niebelschütz, Wolf von"
3187,"Nieblich, Wolfgang"
3188,"Niebuhr, Barthold Georg"
3189,"Niederle, Helmuth A."
3190,"Niedermeier, Karin"
3191,"Niederwieser, Stephan"
3192,"Niedlich, Sebastian"
3193,"Niekrawietz, Hans"
3194,"Nielsen, Frederic W."
3195,"Niermann, Ingo"
3196,"Nieto Silva, Eva"
3197,"Nietzsche, Friedrich"
3198,"Nigg, Iren"
3199,"Nikolʹska, Mėri"
3200,"Nikolaev, Viktor"
3201,"Nikolai, Maria"
3202,"Nilon, Valerie"
3203,"Nischan, Gerda"
3204,"Nitsch, Hermann"
3205,"Nižnik, V."
3206,"Nizon, Paul"
3207,"No, Hye-ok"
3208,"Noack, Barbara"
3209,"Nöldeke, Eva"
3210,"Noll, Dieter"
3211,"Noll, Ingrid"
3212,"Noll, Peter"
3213,"Noll, Wulf"
3214,"Nolte, Jakob"
3215,"Nordau, Max"
3216,"Nordvang, Irma"
3217,"Norris, Bruce"
3218,"Norris, Sigrid"
3219,"Noske, Edgar"
3220,"Nossack, Hans Erich"
3221,"Nöstlinger, Christine"
3222,"Notz, Werner"
3223,"Nová, Petra"
3224,"Novak, Helga M."
3225,"Novak, Jaroslav"
3226,Novalis
3227,"Nowak-Kreyer, Maciej"
3228,"Nudelʹman, Romen"
3229,"Nūr Aḥmar, Humāyūn"
3230,"Nürnberg, Dorothea"
3231,"Nürnberger, Hans"
3232,"Nuyen, Jenny-Mai"
3233,"O'Connor, Joseph"
3234,"O'Connor, Philip"
3235,"Oates, Joyce Carol"
3236,"Obergriessnig, Andreas"
3237,"Obermeier, Siegfried"
3238,"Oberthür, Irene"
3239,"Obexer, Margareth"
3240,"Obrączka, Piotr"
3241,"OB́rain, Franc"
3242,"Odelga, Ingeborg"
3243,"Oelker, Petra"
3244,"Oeste de Bopp, Marianne"
3245,"Oesterle, Kurt"
3246,"Ohlbaum, Isolde"
3247,"Ohler, Norman"
3248,"Ohnemus, Günter"
3249,"Öhri, Armin"
3250,"Okada, Asao"
3251,"Oken, Edgar"
3252,"Okopenko, Andreas"
3253,"Olasagasti, Manuel"
3254,"Olbracht, Ivan"
3255,"Oleschinski, Brigitte"
3256,"Olsberg, Karl"
3257,"Olsen, Jørn Henrik"
3258,"Olvedi, Ulli"
3259,"Omari, Laila el"
3260,"Onay, Yılmaz"
3261,"Ondrejčik, Michal"
3262,"Onetto Muñoz, Breno"
3263,"Onink-Middelbeek, Evelyn"
3264,"Opel, Adolf"
3265,"Opitz, Martin"
3266,"Oppenheim, Meret"
3267,"Oppenheimer, Paul"
3268,"Orczy, Emmuska"
3269,"Orfali, Stephanie"
3270,"Ornstein, Anna"
3271,"Orsouw, Michael van"
3272,"Orth, Stephan"
3273,"Ortheil, Hanns-Josef"
3274,"Orths, Markus"
3275,"Ortner, Otto Ludwig"
3276,"Ortwein, Barbara"
3277,"Oseban, Ana Jasmina   eines Geleitworts"
3278,"Oser, Pierre"
3279,"Oskamp, Katja"
3280,"Ossik, János"
3281,"Ossowski, Leonie"
3282,"Ostau, Ruth von"
3283,"Osten, Manfred"
3284,"Oster, Jutta"
3285,"Ostermaier, Albert"
3286,"Ostertag, Silvia"
3287,Oswald &lt
3288,"Oswald, Georg Martin"
3289,"Oswald, Stephan"
3290,"Ott, Karl-Heinz"
3291,"Ott, Wolfgang"
3292,"Otten, Willem J."
3293,"Overath, Angelika"
3294,"Ovidius Naso, Publius"
3295,"Ozawa, Toshio"
3296,"Ozawa, Yukio"
3297,"Özdamar, Emine Sevgi"
3298,"Özdogan, Selim"
3299,"Pabst, Lothar"
3300,"Paetzke, Hans-Henning"
3301,"Paglia, Benno"
3302,"Pahl, Arthur"
3303,"Paillasse, Pierre"
3304,"Päivi, Karri"
3305,"Pajunen, Jukka-Pekka"
3306,"Pakendorf, Gunther"
3307,"Pálffy von Erdöd, Paul"
3308,"Palmer, Lilli"
3309,"Palomino, Paulina"
3310,"Paluch, Andrea"
3311,"Panhys, Anny von"
3312,"Panizza, Oskar"
3313,"Panzer, Marita A."
3314,"Pappenheim, Bertha"
3315,"Paprotta, Astrid"
3316,"Paradais, Claudiu"
3317,"Paradés Tierno, Oliva"
3318,"Paraskeuopulos, Thodōros"
3319,"Paraškevov, Boris"
3320,"Paravicini, Camillo"
3321,"Parei, Inka"
3322,"Paretti, Sandra"
3323,"Parin, Paul"
3324,"Parise, Claudia C."
3325,"Parra Contreras, Joan"
3326,"Parrish, Michael J."
3327,"Partmann, Irmgard"
3328,"Partmann, Irmgard Zusammenstellender"
3329,"Pasqué, Ernst"
3330,"Pastior, Oskar"
3331,"Pásztor, Susann"
3332,"Pataki, Heidi"
3333,"Pátková, Eva"
3334,"Paul, Christiane"
3335,"Paul, Fritzi"
3336,"Pauli, Johannes"
3337,"Pauly, Alfredo"
3338,"Pauly, Gisa"
3339,"Paura, Martina"
3340,"Pausewang, Gudrun"
3341,"Paust, Ingerose"
3342,"Paventi, Enrico"
3343,"Pawelzik, Fritz"
3344,"Paysen-Petersen, Georg"
3345,"Peaston, Angelika"
3346,"Pedretti, Erica"
3347,"Peetz, Monika"
3348,"Pehnt, Annette"
3349,"Pein, Adrian"
3350,"Peinkofer, Michael"
3351,"Peles, Yedîdyā"
3352,"Peltzer, Ulrich"
3353,"Pelz von Felinau, Josef"
3354,"Peng, Hildefons"
3355,"Penzoldt, Ernst"
3356,"Percha, Igor von"
3357,"Perić, Boris"
3358,"Perkman, Ljubica"
3359,"Perlet, Gisela"
3360,"Perplies, Bernd"
3361,"Person, Jutta"
3362,"Perutz, Leo"
3363,"Pescarel, Lia"
3364,"Pesch, Helmut W."
3365,"Pesch, Otto Hermann"
3366,"Peschina, Helmut"
3367,"Pessl, Peter"
3368,"Pessoa, Fernando"
3369,"Pestalozzi, Johann Heinrich"
3370,"Pestum, Jo"
3371,"Petalas, Dēmētrios G."
3372,Peter &lt
3373,"Peter, Maria W."
3374,"Peter, Rita"
3375,"Peters, Christoph"
3376,"Peters, Julie"
3377,"Peters, Pauline"
3378,"Peters, Veronika"
3379,"Petersen, Jens"
3380,"Petersmann, Konstanze"
3381,"Petery, Constanze"
3382,"Pethrus, Lewi"
3383,"Petit, Chris"
3384,"Petraško, Ľudovít"
3385,"Petri-Sutermeister, Bolette"
3386,"Petrovčič Jerina, Tadeja"
3387,"Petrowskaja, Katja"
3388,"Petry, Renata"
3389,"Petschull, Jürgen"
3390,"Petzold, Alfons"
3391,"Petzoldt, Leander"
3392,"Pezold, Leopold"
3393,"Pfaus, Walter G."
3394,"Pfeifer, Tadeus"
3395,"Pfeiffer, Astrid"
3396,"Pfeiffer, Boris"
3397,"Pfeil, Ellmar"
3398,"Pfister, Astrid"
3399,"Pflüger, Andreas"
3400,"Philippe, Benoît"
3401,"Philipps, Carolin"
3402,"Phillips, Susan Elizabeth"
3403,"Philp, Günther"
3404,Pi ∞ &lt
3405,"Piano, Ellen"
3406,"Piazza, Barbara"
3407,"Pieper, Katharina"
3408,"Pietraß, Richard"
3409,"Pietsch, Nikolaus"
3410,"Pill, Harry"
3411,"Pinthus, Kurt"
3412,"Piontek, Heinz"
3413,"Piper, Hans-A."
3414,"Pirinçci, Akif"
3415,"Pīrmurādī, Saʿīd"
3416,"Pisa, Maria Regina"
3417,"Pitawall, Ernst"
3418,"Pitsch, Peter"
3419,"Pittler, Andreas P."
3420,"Placzek, Adolf K."
3421,"Platen, August &lt"
3422,"Platini, Vincent"
3423,"Plattner, Martin"
3424,"Platzgumer, Hans"
3425,"Pleier, Der"
3426,"Pleitgen, Ulrich"
3427,"Plenzdorf, Ulrich"
3428,"Pleschinski, Hans"
3429,"Pletzinger, Thomas"
3430,"Plievier, Theodor"
3431,"Plischke, Thomas"
3432,"Pluhar, Erika"
3433,"Podlacha, Lala"
3434,"Poethen, Johannes"
3435,"Poggi, Stefano"
3436,"Pohl, Hertha"
3437,"Pohl, Klaus"
3438,"Polak, Oliver"
3439,"Polák, Vlastimil Artur"
3440,"Polderman, Piet"
3441,"Polgar, Alfred"
3442,"Politycki, Matthias"
3443,"Pollack, Martin"
3444,"Pollesch, René"
3445,"Pollet, Jean-Jacques"
3446,"Polt-Heinzl, Evelyne"
3447,"Polzer-Hoditz, Ludwig"
3448,"Poniž, Denis"
3449,"Popa, Adrianne Hermina"
3450,"Popescu, Adriana"
3451,"Popin, Doru Eugen"
3452,"Poppe, Grit"
3453,"Poppe, Ine"
3454,"Porath, Silke"
3455,"Poritzky, Jakob E."
3456,"Porr, Bente"
3457,"Porsche, Peter Daniell"
3458,"Portante, Jean"
3459,"Poschenrieder, Christoph"
3460,"Poschmann, Marion"
3461,"Post, Eisso"
3462,"Potente, Franka"
3463,"Pötzsch, Oliver"
3464,"Pötzsch, Oliver, 1970-"
3465,"Poznanski, Ursula"
3466,"Präauer, Teresa"
3467,"Prachatická, Markéta"
3468,"Pradelski, Minka"
3469,"Praetorius, Johannes"
3470,"Prange, Peter"
3471,"Preil, Hans-Joachim"
3472,"Preisendörfer, Bruno"
3473,"Pressler, Mirjam"
3474,"Preußler, Otfried"
3475,"Prien, Günther"
3476,"Priessnitz, Reinhard"
3477,"Prinz, Martin"
3478,"Prodöhl, Günter"
3479,"Proensa, Katrin"
3480,"Profijt, Jutta"
3481,"Prokop, Gert"
3482,"Prosch, Peter"
3483,"Przybilka, Thomas"
3484,"Przybyszewski, Stanisław"
3485,"Pu, Songling"
3486,"Puhlfürst, Claudia"
3487,"Pullman, Philip"
3488,"Pulver, Elsbeth"
3489,"Purišev, Boris I."
3490,"Puškina, Natalʹja N."
3491,"Qu, Yuan"
3492,"Queens, Marah"
3493,"Quilt, Linda"
3494,"Raab, Thomas"
3495,"Raabe, Marc"
3496,"Raabe, Melanie"
3497,"Raabe, Wilhelm"
3498,"Rabener, Gottlieb Wilhelm"
3499,"Rabensteiner, Konrad"
3500,"Rabinovici, Doron"
3501,"Rachewiltz, Patrizia de"
3502,"Rachowski, Utz"
3503,"Radbruch, Gustav"
3504,"Raddatz, Fritz J."
3505,"Rademacher, Cay"
3506,"Radrizzani, Huguette"
3507,"Radziszewska, Krystyna"
3508,"Raeber, Kuno"
3509,"Rāhnamā, Tūraǧ"
3510,"Rai, Edgar"
3511,"Raid, Robert"
3512,"Raikh, Asher"
3513,"Raimund, Hans"
3514,"Rainalter, Erwin Herbert"
3515,"Rajah, Susi"
3516,"Rakusa, Ilma"
3517,"Rall, Marlene"
3518,"Ramadan, Jasmin"
3519,"Rammstedt, Tilman"
3520,"Ramnek, Hugo"
3521,"Ramos, Graciliano"
3522,"Randenborgh, Elisabet van"
3523,"Randl, Lola"
3524,"Randt, Leif"
3525,"Rank, Hugh"
3526,"Rankin, Ian"
3527,"Ransford, Tessa"
3528,"Ransmayr, Christoph"
3529,"Rapp, Stephanie"
3530,"Raschke, Martin"
3531,"Rasp, Renate"
3532,"Rath, Hans"
3533,"Rathenböck, Elisabeth Vera"
3534,"Rathenow, Lutz"
3535,"Rau, Heribert"
3536,"Rau, Milo"
3537,"Rauhala, Niilo"
3538,"Rautenberg, Arne"
3539,"Ravencraft, Cecille"
3540,"Ray, Fran"
3541,"Razumovsky, Dorothea"
3542,"Reategui, Petra"
3543,"Rechberger, Rainer"
3544,"Recheis, Käthe"
3545,"Reef, Rob"
3546,"Regener, Sven"
3547,"Regensburger, Annemarie"
3548,"Regler, Gustav"
3549,"Regnier, Anatol"
3550,"Regnier, Sandra"
3551,"Regoli, Uta"
3552,"Rehfeld, Frank"
3553,"Rehn, Heidi"
3554,"Rehn, Jens"
3555,"Reich, Helena"
3556,"Reichart, Elisabeth"
3557,"Reiche, Claudia"
3558,"Reichlin, Linus"
3559,"Reichmann, Eberhard"
3560,"Reichmann, Vilém"
3561,"Reider, Katja"
3562,"Reimann, Brigitte"
3563,"Reimer, Elisabeth"
3564,"Reimer, Johannes"
3565,"Rein, Heinz"
3566,"Reina Palazón, José Luis"
3567,"Reinecke, Maria"
3568,"Reinehr, Wilfried"
3569,"Reiner, Traudl"
3570,"Reinerová, Lenka"
3571,"Reinig, Christa"
3572,"Reinirkens, Leonhard"
3573,"Reinke, Wilhelm W."
3574,"Reinshagen, Gerlind"
3575,"Reinwarth, Alexandra"
3576,"Reisdorf, Theodor J."
3577,"Reitberger, Klaus"
3578,"Reitz, Edgar"
3579,"Reitzer, Angelika"
3580,"Reizenstein, Ludwig von"
3581,"Rekel, Gerhard J."
3582,"Remarque, Erich Maria"
3583,"Remin, Nicolas"
3584,"Remp, Marietta"
3585,"Renk, Ulrike"
3586,"Renn, Ludwig"
3587,"Renner, Rolf Günter"
3588,"Renz, Hans"
3589,"Renz, Sylvia"
3590,"Resch, Erwin"
3591,"Reschke, Karin"
3592,"Reski, Gunter"
3593,"Reski, Petra"
3594,"Retter, Utz"
3595,"Rétyi, Andreas von"
3596,"Reuter, Christian"
3597,"Reuter, Fritz"
3598,"Reuter, Gabriele"
3599,"Revedin, Jana"
3600,"Reventlow, Franziska zu"
3601,"Rewenig, Guy"
3602,"Rezzori, Gregor von"
3603,"Rheinberger, Hans-Jörg"
3604,"Rho, Anita"
3605,"Rhode, Max"
3606,"Ribas, Rosa"
3607,"Ribeiro, Marcos A. P."
3608,"Rice, Anne"
3609,"Richartz, Walter E."
3610,"Richle, Urs"
3611,"Richler, Mordecai"
3612,"Richling, Sabine"
3613,"Richter, Falk"
3614,"Richter, Hans Werner"
3615,"Richter, Joseph"
3616,"Richter, Jutta"
3617,"Richter, Milan"
3618,"Rick, Karin"
3619,"Rick, Susanne"
3620,"Riebe, Brigitte"
3621,"Riedel, Susanne"
3622,"Rieder, Ines"
3623,"Riedo, Romano P."
3624,"Rieks, Josefine"
3625,"Riemann, Silke"
3626,"Rieschel, Paul"
3627,"Riess, Curt"
3628,"Riess, Elke"
3629,"Riess, Erwin"
3630,"Rilke, Rainer Maria"
3631,"Rimpau, Cornelia"
3632,"Rinck, Monika"
3633,"Ringelnatz, Joachim"
3634,"Ringena, Hanna"
3635,"Rinke, Moritz"
3636,"Rinser, Luise"
3637,"Risojević, Ranko"
3638,"Ristić, Dragan J."
3639,"Ritzel, Ulrich"
3640,"Robbins, Tom"
